sensorID,co2,date time,rate_of_change
lw-ms-ambi-01,315.0,2025-05-09 14:44:40,-632646.5965717179
lw-ms-ambi-01,326.0,2025-05-09 14:54:41,577906.2895071348
lw-ms-ambi-01,319.0,2025-05-09 15:04:43,-366733.95366635
lw-ms-ambi-01,324.0,2025-05-09 15:14:42,263248.0103814544
lw-ms-ambi-01,327.0,2025-05-09 15:24:40,158147.22753323708
lw-ms-ambi-01,316.0,2025-05-09 15:34:41,-576520.2198733538
lw-ms-ambi-01,311.0,2025-05-09 15:44:40,-263411.952061731
lw-ms-ambi-01,326.0,2025-05-09 15:54:43,784980.0264948681
lw-ms-ambi-01,313.0,2025-05-09 16:04:41,-684767.4827405458
lw-ms-ambi-01,327.0,2025-05-09 16:14:43,733330.0800237746
lw-ms-ambi-01,315.0,2025-05-09 16:24:44,-630407.5742089392
lw-ms-ambi-01,333.0,2025-05-09 16:34:44,945878.6129845096
lw-ms-ambi-01,321.0,2025-05-09 16:44:41,-633471.5162602381
lw-ms-ambi-01,325.0,2025-05-09 16:54:42,210122.12428990167
lw-ms-ambi-01,312.0,2025-05-09 17:14:42,-341499.859271917
lw-ms-ambi-01,322.0,2025-05-09 17:34:41,263110.0278079667
lw-ms-ambi-01,310.0,2025-05-09 17:44:42,-629088.6692809243
lw-ms-ambi-01,317.0,2025-05-09 17:54:41,368801.73487575835
lw-ms-ambi-01,330.0,2025-05-09 18:04:41,682969.2580938239
lw-ms-ambi-01,314.0,2025-05-09 18:24:41,-420338.09245885897
lw-ms-ambi-01,320.0,2025-05-09 18:34:41,315470.29893218336
lw-ms-ambi-01,325.0,2025-05-09 19:04:42,87582.7798144326
lw-ms-ambi-01,322.0,2025-05-09 19:14:40,-158075.46133350456
lw-ms-ambi-01,311.0,2025-05-09 19:24:43,-575645.209474447
lw-ms-ambi-01,319.0,2025-05-09 19:34:50,415550.3654914595
lw-ms-ambi-01,327.0,2025-05-09 19:44:41,426566.13470274373
lw-ms-ambi-01,322.0,2025-05-09 19:54:41,-263105.6551016447
lw-ms-ambi-01,309.0,2025-05-09 20:04:40,-684391.8287453883
lw-ms-ambi-01,308.0,2025-05-09 20:14:42,-52382.169605781266
lw-ms-ambi-01,309.0,2025-05-09 20:24:40,52734.85956571951
lw-ms-ambi-01,324.0,2025-05-09 20:34:43,784235.9593185853
lw-ms-ambi-01,306.0,2025-05-09 20:44:41,-949656.6379817545
lw-ms-ambi-01,320.0,2025-05-09 20:54:46,728880.5043828523
lw-ms-ambi-01,320.0,2025-05-09 21:04:39,0.0
lw-ms-ambi-01,325.0,2025-05-09 21:14:43,260980.38905171514
lw-ms-ambi-01,334.0,2025-05-09 21:24:43,473292.13692010153
lw-ms-ambi-01,319.0,2025-05-09 21:34:43,-788608.8407075444
lw-ms-ambi-01,316.0,2025-05-09 21:44:43,-157716.68148291815
lw-ms-ambi-01,329.0,2025-05-09 21:54:43,682694.6280424825
lw-ms-ambi-01,323.0,2025-05-09 22:04:40,-316909.2462384358
lw-ms-ambi-01,320.0,2025-05-09 22:14:41,-157569.32278244654
lw-ms-ambi-01,326.0,2025-05-09 22:24:43,313917.05722587707
lw-ms-ambi-01,326.0,2025-05-09 22:34:44,0.0
lw-ms-ambi-01,324.0,2025-05-09 22:44:40,-105744.37648297509
lw-ms-ambi-01,326.0,2025-05-09 22:54:41,104909.7735777726
lw-ms-ambi-01,309.0,2025-05-09 23:04:42,-891993.0788144097
lw-ms-ambi-01,323.0,2025-05-09 23:14:41,737628.6104603113
lw-ms-ambi-01,308.0,2025-05-09 23:24:42,-787028.4402902499
lw-ms-ambi-01,327.0,2025-05-09 23:34:42,997594.1372703976
lw-ms-ambi-01,323.0,2025-05-09 23:44:40,-211054.23245501518
lw-ms-ambi-01,310.0,2025-05-09 23:54:42,-681382.7555840758
